id	decision	reason_cn	tags	session	title	url	publication	abstract_short
B10/9	included_in_topic_abstract	已写入 abstract.qmd。	Rydberg;gate_QEC;quantum_sim;vapor_or_MOT	Quantum Simulation I	Experimental observation of conformal field theory spectra	https://meetings-archive.aps.org/damop/2026/b10/9/		Conformal field theories (CFTs) feature prominently in high-energy physics, statistical mechanics, and condensed matter. For example, CFTs govern emergent universal properties of systems tuned to quantum phase transitions, including their entanglement, correlations, and low-energy excitation spectra. Much of the rich structure predicted by CFTs nevertheless remains unobserved in experiment. Here we directly observe the energy excitation spectra of emergent CFTs at quantum phase transitions---recovering universal energy ratios characteristic of the underlying field theories. Specifically, we develop and implement a modulation technique to resolve a Rydberg chain's finite-size spectra, variabl
B10/10	related_excluded	中性原子/Rydberg/tweezer 方向相近，但物种是 Yb/Sr/Cs 等，不是 Rb87。	tweezer;quantum_sim;Cs;optical_lattice_or_gas	Quantum Simulation I	Preparing low entropy states in a Quantum Matter Synthesizer	https://meetings-archive.aps.org/damop/2026/b10/10/		In the Quantum Matter Synthesizer (QMS) quantum simulation platform, we aim to integrate optical lattices and optical tweezer array to realize coherent manipulation of individual atoms in a many-body system. In this talk, I will describe our progress toward deterministically preparing atoms in low entropy states in an optical lattice. After loading cesium atoms into a two-dimensional optical lattice, we employ degenerate Raman-sideband cooling and electromagnetically induced transparency cooling to remove excess entropy. We will then perform operations on single atoms using tweezers created with a digital micromirror device (DMD).
A03/1	unrelated_excluded	主题不涉及 Rb/Rydberg/光镊/中性原子阵列或相关量子计算模拟工程。		Build your Science Trust Toolkit: Moving from Correction to Connection	Build your Science Trust Toolkit: Moving from Correction to Connection	https://meetings-archive.aps.org/damop/2026/a03/1/		"When we hear non-scientists share information that is contrary to the current scientific consensus, our first inclination is often to offer a correction or to educate. However, the fraught interactions that can result highlight that success cannot be reached only by filling perceived knowledge deficits in non-scientists. In this interactive workshop, we will work on shifting our mindsets from the limiting, ""I need to correct, educate, and win"" to the more useful and civically minded, ""I need to connect with people with honesty, empathy, and humility."" Participants will practice reflective listening, one useful skill for building trusting relationships. Participants will leave the workshop ha"
C06/1	included_in_topic_abstract	已写入 abstract.qmd。	Rydberg;neutral_atom_array;gate_QEC;metrology;ion_or_solid	Quantum/Coherent Control: Cold Gases and Quantum Information	Dynamic Population Suppression for Sensing and Two-Qubit Gates	https://meetings-archive.aps.org/damop/2026/c06/1/	Carrasco, S. C., Lourette, S., Sola, I. & Malinovsky, V. S. Dynamically Enhanced Two-Photon Spectroscopy. Phys. Rev. Lett. 134, 163601 (2025) Carrasco, S. C., Chathanathil, J., Malinovskaya, S. A., Sola, I. & Malinovsky, V. S. Single-Operation Rydberg Phase Gates via Dynamic Population Suppression. arXiv:2512.07656	We introduce a quantum-control protocol that achieves resonant two-photon excitation while strongly suppressing single-photon excitation. The technique combines oscillatory zero-area pulse modulation with out-of-phase driving fields, resulting in dynamical suppression of the intermediate-state population [1]. This yields resonant pulses with exceptional robustness to single-photon detuning errors: the leading fidelity corrections scale as Δ⁴. The protocol is simple, universal, and readily portable across experimental platforms, including solid-state color centers where detuning noise is a key limitation for quantum sensing [2]. We further outline how the same principle can be leveraged to re
C06/2	unrelated_excluded	平台是离子、固态或其他非中性原子光镊平台。	gate_QEC;quantum_sim;ion_or_solid	Quantum/Coherent Control: Cold Gases and Quantum Information	Control protocols for scalable photon-mediated operations in quantum information processing	https://meetings-archive.aps.org/damop/2026/c06/2/		Efficient light-matter interfaces between qubits with initially different spectral signatures represent a key challenge for the construction of scalable quantum platforms. This is particularly important for promising hybrid architectures where different qubit modalities are to be used for their most advantageous properties. The problem also arises in nominally identical qubits that are nevertheless different in their operating frequencies due to variations in the fabrication process or in the solid state environment. Here, we examine two-qubit operations between spectrally different systems and demonstrate optimization with post-fabrication procedures in the form of externally applied contro
C06/3	included_in_topic_abstract	已写入 abstract.qmd。	Rydberg;tweezer;neutral_atom_array;gate_QEC;quantum_sim;cavity	Quantum/Coherent Control: Cold Gases and Quantum Information	A cavity-coupled Rydberg array	https://meetings-archive.aps.org/damop/2026/c06/3/		Scalable quantum computers and quantum networks require the combination of quantum processing nodes with efficient light-matter interfaces to distribute quantum information in local or long-distance quantum networks. In particular, in neutral atom arrays, highly excited Rydberg states are used to realize high-fidelity quantum gates and optical cavities are used as photonic interfaces for generating remote entanglement.While Rydberg coupling and strong cavity coupling have been realized in separate experiments, achieving both in the same machine has been an outstanding challenge. Here, we present a novel cavity-coupled Rydberg array that reaches this long-standing goal. We prepare, detect and
C06/4	related_excluded	中性原子/Rydberg/tweezer 方向相近，但物种是 Yb/Sr/Cs 等，不是 Rb87。	tweezer;Sr	Quantum/Coherent Control: Cold Gases and Quantum Information	Mid-Infrared Control of 88Sr in Magic-Wavelength Optical Tweezers	https://meetings-archive.aps.org/damop/2026/c06/4/	"[1] ""Trapping of single atoms in metasurface optical tweezer arrays,"" Holman, A., Xu, Y., Sun, X., Wu, J., Wang, M., Seo, B., Yu, N., Will, S., Nature 649, 859–865 (2026)"	We demonstrate a platform for studying the strontium mid-infrared (IR) 2923 nm 5s5p 3P2 - 5s4d 3D3 transition in magic-wavelength optical tweezers. Using a novel, visible trapping wavelength, we demonstrate single-atom preparation and imaging. We measure the differential polarizability between 5s5p 3P2 and 5s4d 3D3 with tightly confined single atoms and confirm a magic wavelength for the mJ = |2| - mJ = |3| transition. Using this trapping wavelength, we demonstrate resolved sideband cooling of atoms in a metastable state for the first time. With these demonstrations, we unlock an important tool—mid-IR control—for existing Sr experiments. Combined with our previously demonstrated holographic 
C06/5	related_excluded	中性原子/Rydberg/tweezer 方向相近，但物种是 Yb/Sr/Cs 等，不是 Rb87。	tweezer;Sr	Quantum/Coherent Control: Cold Gases and Quantum Information	Towards Collective Emission Using a Mid-Infrared Transition in Strontium Tweezer Arrays	https://meetings-archive.aps.org/damop/2026/c06/5/	"[1] ""Trapping of single atoms in metasurface optical tweezer arrays,"" Holman, A., Xu, Y., Sun, X., Wu, J., Wang, M., Zhu, Z., Seo, B., Yu, N., Will, S., Nature 649, 859–865 (2026)"	We report experimental progress on using a mid-infrared (2923 nm) transition in strontium for the study of collective emission behavior in atomic arrays. We demonstrate the initial steps toward coherent control of strontium between the closed two-level system formed by the 5s5p 3P2 mJ = |2| and 5s4d 3D3 mJ = |3| states. Loading the atoms into atomic tweezer arrays generated via holographic metasurfaces [1], we prepare and probe atoms in the 3P2 state with this transition. We measure the single strontium atom lifetime in the 3D3 state close to its natural linewidth. With these demonstrations, we establish the necessary building blocks to study collective emission in subwavelength atomic tweez
C06/6	unrelated_excluded	平台是离子、固态或其他非中性原子光镊平台。	gate_QEC;quantum_sim;ion_or_solid	Quantum/Coherent Control: Cold Gases and Quantum Information	Single-ion addressing of fast-rotating 2D ion crystals for quantum simulation	https://meetings-archive.aps.org/damop/2026/c06/6/		Coherently manipulated large ion crystals in a Penning trap are a promising candidate for near-term quantum simulation of complex many-body phenomena [1]. At the University of Sydney, we have developed a Penning trap to perform such experiments with crystals containing hundreds of beryllium ions [2]. The system has recently demonstrated efficient site-resolved imaging, enabling single-shot experiments to investigate dynamics in correlated systems [3]. To further advance quantum simulation capabilities to tackle more exotic many-body systems [4], we have developed a technique to address individual ions in fast-rotating crystals in a Penning trap. To this end, an acousto-optic modulator (AOM) 
C06/7	unrelated_excluded	读完摘要后未发现可归入 Rb87 Rydberg 光镊平台近期实验/工程问题的内容。	metrology	Quantum/Coherent Control: Cold Gases and Quantum Information	A 10 Megahertz Spatial Light Modulator	https://meetings-archive.aps.org/damop/2026/c06/7/	https://arxiv.org/abs/2601.08906	Rapid and programmable shaping of light fields is central to modern microscopy, display technologies, optical communications and sensing, quantum engineering, and quantum information processing. Current wavefront shaping technologies face a fundamental dichotomy: spatial light modulators (SLMs) offer high pixel count but suffer from low refresh rates, while acousto-optic deflectors (AODs) provide moderate speed with restricted optical beam geometries. Though recent advances in photonic integrated circuits achieve fast switching, there is currently no tool that provides MHz-rate, continuous motion, and arbitrarily reconfigurable control over a set of diffraction-limited spots. Here we introdu
C09/1	related_excluded	Rydberg/Rb 相关但平台是 vapor/MOT/molasses/EIT/cold ensemble，不是 optical tweezer array。	gate_QEC;quantum_sim;metrology;Yb;vapor_or_MOT	Spectroscopy, Lifetimes and Oscillator Strengths	Surface scattering of atoms for high-sensitivity spectroscopy	https://meetings-archive.aps.org/damop/2026/c09/1/	"""Surface scattering of atoms for high-sensitivity spectroscopy"", V.J. Ajith; Aaron Barr; and Mark Raizen, PHYSICAL REVIEW APPLIED 23, 064063 (2025)"	High-sensitivity laser spectroscopy is integral to applications such as atomic clocks, quantum computers, and chemical sensing. Doppler broadening is the main factor limiting its resolution and is typically reduced by collimation with an aperture. Hower, collimation causes the atom beam to suffer a considerable loss of flux. Another way to mitigate Doppler broadening is via beam temperature, which is typically determined by the oven used to create the atom vapor. Lowering the atomic temperature decreases spectral Doppler broadening and increases the transit time across the excitation laser. However, reducing the oven temperature also reduces the flux. Therefore, a separate method of cooling 
C09/2	unrelated_excluded	平台是离子、固态或其他非中性原子光镊平台。	gate_QEC;quantum_sim;Yb;ion_or_solid	Spectroscopy, Lifetimes and Oscillator Strengths	Spectroscopy of Sub-Hertz Transtions in excited Yb+	https://meetings-archive.aps.org/damop/2026/c09/2/		Ytterbium atoms and ions provide access to a rich set of metastable states via optical transitions with &lt;10 Hz natural linewidths, enabling optical clocks and precision tests beyond the Standard Model. The exceptionally long-lived 2Fo7/2 state (τ ≈ 1.5 years) makes Yb+ a powerful platform for quantum information processing. We present progress toward coherent laser coupling between 2Fo7/2 and higher-lying odd-parity states. The rich manifold of metastable high-J states directly accessible from 2Fo7/2 provides promising pathways to two-qubit gates and expansion of King plot analyses in Yb. We report isotope shifts, hyperfine splittings, and lifetimes of three previously unobserved E2 trans
C09/3	unrelated_excluded	平台是离子、固态或其他非中性原子光镊平台。	cryo;ion_or_solid	Spectroscopy, Lifetimes and Oscillator Strengths	Measurement of the Ba+ D5/2 state lifetime in cryogenic ion trap	https://meetings-archive.aps.org/damop/2026/c09/3/		We report measurements of the metastable 5d ²D5/2 state lifetime in ¹³⁸Ba⁺ performed in a cryogenic Paul trap. Such long-lived metastable states are susceptible to lifetime quenching through collisions with background gas and blackbody radiation (BBR), which can contribute to an increased observed decay rate. Typical measurements of long-lived states in room temperature setups require extrapolation to zero temperature and pressure to determine the intrinsic radiative lifetime. Our measurement takes place in a cryogenic environment and minimizes these effects, allowing us to directly study the BBR and collision-induced shift at multiple trap temperatures. We present our measurement approach a
C09/4	related_excluded	涉及分子、分子显微镜、polar molecule 或 RbCs/KRb/NaCs 混合系统；不是 Rb87 Rydberg atom tweezer array。	gate_QEC;quantum_sim;molecule	Spectroscopy, Lifetimes and Oscillator Strengths	Theoretical study of electronic structure and properties of Radium-monochalcogens molecules	https://meetings-archive.aps.org/damop/2026/c09/4/		Diatomic molecules containing heavy radioactive atoms have attracted significant interest due to their potential applications in searches for new physics associated with parity- (P) and time-reversal- (T) violating effects [1]. In particular, RaX molecules, where X is a group-16 or group-17 element, have received special attention [2].Recent advances in molecular spectroscopy of these exotic RaX systems have opened a unique opportunity to investigate their electronic structure and molecular properties [3], providing promising platforms both for tests of physics beyond the Standard Model and for understanding the chemistry of radium-containing molecules.In this work, we theoretically investig
C09/5	unrelated_excluded	平台是离子、固态或其他非中性原子光镊平台。	gate_QEC;quantum_sim;optical_lattice_or_gas;ion_or_solid	Spectroscopy, Lifetimes and Oscillator Strengths	Investigating Eu:CaSO4 crystals for precision measurements of fundamental symmetries	https://meetings-archive.aps.org/damop/2026/c09/5/		New sources of time reversal (T) violation are necessary to explain phenomena beyond the Standard Model such as the matter-antimatter asymmetry of the universe. Additionally, hadronic T-violation searches for P-odd and T-odd nuclear moments could address the strong CP (charge conjugation and parity inversion) problem. Crystals doped with lanthanides such as europium are candidates for measuring T-violating nuclear moments due to the large number of dopant ions a crystal can host. In addition, the lanthanides' narrow optical transitions provide a means to control and readout their nuclear spin state. Furthermore, certain host materials can mitigate the challenges of using crystals for precisi
C09/6	related_excluded	涉及分子、分子显微镜、polar molecule 或 RbCs/KRb/NaCs 混合系统；不是 Rb87 Rydberg atom tweezer array。	metrology;molecule	Spectroscopy, Lifetimes and Oscillator Strengths	Real-Time Optical Control of Plasmonic Coupling in Gold Nanosphere Dimers via Optical Trapping	https://meetings-archive.aps.org/damop/2026/c09/6/		Optical trapping (OT), recognized with the 2018 Nobel Prize, is widely used in biophysics but remains underutilized in plasmonics and nanophotonics. Here, we present a custom-built OT system integrated with dark-field (DF) microscopy that enables real-time control and characterization of plasmonic nanostructures in solution. Gold nanosphere (AuNS) dimers are assembled at multiple length scales, forming tunable junctions that exhibit localized surface plasmon resonance (LSPR) coupling and strong electromagnetic field enhancement. The LSPR of individual dimers is precisely measured at the single-particle level, allowing real-time monitoring of junction size. Localized laser-induced heating ena
C09/7	unrelated_excluded	主题不涉及 Rb/Rydberg/光镊/中性原子阵列或相关量子计算模拟工程。	molecule;optical_lattice_or_gas	Spectroscopy, Lifetimes and Oscillator Strengths	Developing Photoassociation Spectroscopy of Francium Molecules	https://meetings-archive.aps.org/damop/2026/c09/7/		Searches for new physics beyond the Standard Model of particle physics require novel probes to push experimental sensitivities past their current limits. Francium silver (FrAg) is a designer molecule that offers enhanced sensitivity to new physics, in particular to time-reversal violation inside the atomic nucleus when incorporating the radioactive, octuple-deformed 221Fr, 223Fr isotopes. FrAg can be assembled from laser-cooled Fr and Ag atoms, providing ultracold molecules for the anticipated physics studies [1]. The effective molecular formation, however, requires detailed understanding of the low-energy scattering behaviours among all involved atom species, including the one between two F
C09/8	unrelated_excluded	平台是离子、固态或其他非中性原子光镊平台。	metrology;ion_or_solid	Spectroscopy, Lifetimes and Oscillator Strengths	Hyperfine spectroscopy and microwave characterization of a trapped 169Tm+ qubit candidate	https://meetings-archive.aps.org/damop/2026/c09/8/		We report the experimental realization of a complete spectroscopic roadmap for the laser cooling and state control of trapped singly ionized thulium (169Tm+). While the complex electronic structure of rare-earth ions offers unique advantages for quantum information, it also presents challenges in identifying closed optical cycles. We identify a primary cooling transition at 313 nm and a complementary pair at 448/453 nm, along with the necessary near-infrared repumping frequencies. By performing hyperfine-resolved fluorescence spectroscopy in a linear quadrupole trap, we determine magnetic-dipole hyperfine A constants for relevant levels and demonstrate Zeeman-resolved microwave spectroscopy 
C04/1	unrelated_excluded	平台是离子、固态或其他非中性原子光镊平台。	metrology;ion_or_solid	Quantum Information with Solid State Systems	Quantum sensing with a spin ensemble in a van der Waals material	https://meetings-archive.aps.org/damop/2026/c04/1/		Quantum sensing with solid-state spin defects has transformed nanoscale metrology, offering sub-wavelength spatial resolution with exceptional sensitivity to multiple signal types. Maximizing these advantages requires minimizing both the sensor-target separation and detectable signal threshold. However, leading platforms such as nitrogen-vacancy centers in diamond suffer performance degradation near surfaces or in nanoscale volumes, motivating the search for optically addressable spin sensors in atomically thin, two-dimensional (2D) materials. Here, we present an experimental framework to probe a novel 2D spin ensemble, including its Hamiltonian, coherent sensing dynamics, and noise environm
C04/2	unrelated_excluded	平台是离子、固态或其他非中性原子光镊平台。	gate_QEC;Yb;ion_or_solid	Quantum Information with Solid State Systems	Quantum science and technology with rare earth ions and nano-photonics	https://meetings-archive.aps.org/damop/2026/c04/2/		Rare earth ions doped in solids are highly versatile optically addressable spin qubits with long optical and spin coherence. In this talk I give an overview of our latest progress utilizing both single and ensembles of rare earths to advance quantum science and technology. At low doping concertation, single ions coupled to nano-photonic resonators are well suited for establishing remote entanglement in optical quantum networks. At the same time, they couple to other nuclear spins in the environment which can be harnessed for local quantum storage and processing as needed for quantum repeater network nodes, and to explore highly entangled spin states. At high doping concertation, dense ensemb
C04/3	unrelated_excluded	平台是离子、固态或其他非中性原子光镊平台。	quantum_sim;metrology;vapor_or_MOT;optical_lattice_or_gas;ion_or_solid	Quantum Information with Solid State Systems	Optically-detected spin polarization magnetometry in VSi vacancies of 4H-SiC	https://meetings-archive.aps.org/damop/2026/c04/3/		Hexagonal type silicon carbide (4H-SiC) an attractive material platform for high power, radiation robust electronics and electrically modulated photonics, because of its excellent electronic and optical properties, high-purity commercial wafers, and mature fabrication technology. We study the silicon vacancy (VSi) as a promising candidate to integrate room temperature quantum sensing within the 4H-SiC platform. We present updated ODSP (optically detected spin polarization) results and compare with ODMR (optically detected magnetic resonance) measurements to build a quantitative, experimentally informed model for the spin polarization dynamics of VSi.
C04/4	related_excluded	涉及分子、分子显微镜、polar molecule 或 RbCs/KRb/NaCs 混合系统；不是 Rb87 Rydberg atom tweezer array。	quantum_sim;molecule;vapor_or_MOT;ion_or_solid	Quantum Information with Solid State Systems	Simulation Framework for Modelling Collective Emission in Ensembles of Quantum Emitters	https://meetings-archive.aps.org/damop/2026/c04/4/	@article{zhou2025efficient, title={Efficient simulation framework for modeling collective emission in ensembles of inhomogeneous solid-state emitters}, author={Zhou, Qingyi and Wu, Wenxin and Zahedian, Maryam and Yu, Zongfu and Choy, Jennifer T}, journal={arXiv preprint arXiv:2512.08174}, year={2025} }	An efficient simulation framework is proposed to model collective emission in disordered ensembles of quantum emitters. Using a cumulant expansion approach, the computational complexity scales polynomially with the number of emitters, enabling Monte Carlo sampling over a large number of realizations. The framework is applied to model negatively charged silicon-vacancy (SiV-) centers inside diamond. Incorporating spatial disorder and inhomogeneous broadening, we obtain statistically averaged responses over hundreds of SiV- clusters. These simulations reveal two signatures of collective behavior. First, dynamics of fully inverted clusters show that superradiant emission occurs only with suffic
C04/5	unrelated_excluded	平台是离子、固态或其他非中性原子光镊平台。	gate_QEC;quantum_sim;metrology;ion_or_solid	Quantum Information with Solid State Systems	Dicke materials as a potential resource for quantum squeezing	https://meetings-archive.aps.org/damop/2026/c04/5/		We introduce the term Dicke materials for certain magnetic materials whose low energy physics can be effectively described by a Dicke model. We show how a Dicke model can be derived from spin exchange interactions in magnetic materials containing two species of magnetic atoms. Analogous to the paradigmatic Dicke model describing light-matter interactions, these materials also exhibit signatures of a superradiant phase transition. The ground state near the superradiant phase transition is expected to be squeezed, making Dicke materials a potential resource for quantum metrology and witnessing entanglement. However, as an entanglement measure, squeezing can be sensitive to perturbations that a
C04/6	unrelated_excluded	平台是离子、固态或其他非中性原子光镊平台。	gate_QEC;cavity;ion_or_solid	Quantum Information with Solid State Systems	Realization of Photonic Quantum Repeater using Silicon-Vacancy Centers in Diamond	https://meetings-archive.aps.org/damop/2026/c04/6/		Quantum networks promise to connect future quantum computers and enable secure communication, but photon loss over long distances prevents the realization of high rate, large-scale networks. One solution is quantum repeaters, where efficient spin-photon interfaces equipped with long-lived quantum memories capable of storing quantum states over repeated entanglement attempts can mitigate the exponential decay of communication rates over distance. In this work, we demonstrate the use of silicon-vacancy (SiV) centers in diamond nanophotonic cavities as a quantum repeater platform, where the SiV electron is a network qubit which provides cavity-enhanced heralded electron-photon gates (EPG). We c
C01/1	unrelated_excluded	主题不涉及 Rb/Rydberg/光镊/中性原子阵列或相关量子计算模拟工程。	molecule;optical_lattice_or_gas	Deborah Jin Doctoral Thesis Award Session	Atom–Light Scattering in the Quantum Regime	https://meetings-archive.aps.org/damop/2026/c01/1/	Y. Margalit, Y.-K. Lu, F. Ç. Top, and W. Ketterle, Science 374, 976–979 (2021); Y.-K. Lu, Y. Margalit, and W. Ketterle, Nature Physics 19, 210–214 (2023); K. Konstantinou, Y. Zhang, P. H. C. Wong, F. Wang, Y.-K. Lu, N. Dogra, C. Eigen, T. Satoor, W. Ketterle, and Z. Hadzibabic, Nature Physics 22, 362–366 (2026).	Ultracold atoms and molecules provide clean platforms for exploring quantum science and technology, and light is the essential tool for manipulating and probing these systems. Yet, even for many simple quantum systems, their light scattering properties remain underexplored.In this talk, I will show how atom–light scattering reveals novel quantum physics in several settings. For atoms in degenerate quantum gases, I will discuss how quantum statistics, phase transitions, and interactions modify atomic pair correlations and, consequently, the light scattering. For atoms released from the optical lattice, I will show how light scattering reveals the quantum-statistical Hanbury Brown–Twiss (HBT) 
C01/2	related_excluded	平台是 optical lattice、BEC、quantum gas 或 gas microscope，不是 Rb87 optical tweezer Rydberg array。	cryo;Sr;optical_lattice_or_gas	Deborah Jin Doctoral Thesis Award Session	A strontium optical lattice clock with 8×10-19 systematic uncertainty	https://meetings-archive.aps.org/damop/2026/c01/2/		"Optical atomic clocks have revolutionized timekeeping, leading to the most accurate and precise measurements ever made. Achieving this level of performance requires precise quantum control of the atoms and comprehensive characterization and stabilization of systematic frequency shifts. Using a laser based upon a single-crystal silicon resonator, we probe the ultra-narrow 5s2 1S0 → 5s5p 3P0 electronic transition in strontium atoms confined in a one-dimensional optical lattice. In-situ imaging allows us to rapidly measure frequency gradients within an atomic sample, including the gravitational redshift over less than a millimeter. Tuning the trap to a ""magic depth,'"" we modify the external ato"
C01/3	unrelated_excluded	主题不涉及 Rb/Rydberg/光镊/中性原子阵列或相关量子计算模拟工程。	Yb;Sr;ion_or_solid	Deborah Jin Doctoral Thesis Award Session	Optical clocks for tests of fundamental physics	https://meetings-archive.aps.org/damop/2026/c01/3/		Optical atomic clocks are the most precise measurement instruments to date, allowing us to test the fundamental assumptions of modern physics. In this context, we report on several optical frequency comparisons. An optical clock based on a single Yb+ ion has been operated with high availability, probing an electric octupole (E3) transition, which is highly sensitive to variations of the fine-structure constant α, and an electric quadrupole (E2) transition. The data improves limits on α-variations and is analysed for oscillatory signatures from ultralight dark matter (UDM). Limits on a scalar UDM coupling to photons are improved by more than an order of magnitude over a wide mass range.A new 
C01/4	related_excluded	相关但未写入：neutral-atom photonic interfaces 的博士工作总览；具体 cavity/Rydberg/readout 内容已由 C06/3、P03/6、X06/9 覆盖。	Rydberg;tweezer;neutral_atom_array;gate_QEC;quantum_sim;cavity;metrology	Deborah Jin Doctoral Thesis Award Session	Photonic Interfaces for Neutral Atom Quantum Computers	https://meetings-archive.aps.org/damop/2026/c01/4/		Neutral atom arrays have emerged as one of the leading platforms for quantum information science. Realizing their full potential will greatly benefit from the integration with photonic interfaces. These would unlock a novel class of distributed quantum applications, ranging from distributed quantum sensing and long-distance quantum communication to blind quantum computing, and the networking of multiple processors into larger fault-tolerant systems. Coupling atoms to optical cavities is a particularly promising route, enhancing atom-photon interactions and enabling entanglement generation orders of magnitude faster than free-space approaches.In this talk, I will present a series of experimen
C03/1	unrelated_excluded	平台是离子、固态或其他非中性原子光镊平台。	gate_QEC;ion_or_solid	Entanglement Distribution	A Many-Body Quantum Register using Nuclear Spins	https://meetings-archive.aps.org/damop/2026/c03/1/	Appel, M.H., Ghorbal, A., Shofer, N. et al. A many-body quantum register for a spin qubit. Nat. Phys. 21, 368–373 (2025). https://doi.org/10.1038/s41567-024-02746-z	Optically active spins in solids are strong candidates for scalable devices towards quantum networks. Semiconductor quantum dots set the state-of-the-art as single-photon sources with high level tuneability, brightness, and indistinguishability. In parallel, their inherently mesoscopic nature leads to a unique realisation of a tripartite interface between light, an electron spin and a nuclear spin ensemble. Controlling these interactions create opportunities to realize a controllable central spin system. I will present a journey from treating the nuclei as nuisance to observing their collective states and eventually to their function as a quantum register, all tailored via an electron driven
C03/2	related_excluded	平台是 optical lattice、BEC、quantum gas 或 gas microscope，不是 Rb87 optical tweezer Rydberg array。	gate_QEC;optical_lattice_or_gas	Entanglement Distribution	Quantum enhanced optical imaging	https://meetings-archive.aps.org/damop/2026/c03/2/	https://arxiv.org/abs/2509.09464 https://arxiv.org/abs/2509.09465	Advances in quantum optics are enabling a new approach to optical imaging in which optical fields gathered by spatially separated receivers can be mapped into quantum memories and subsequently interfered through controlled quantum operations. This makes it possible to coherently combine information carried by photons that arrive at different times or at different locations. Imaging tasks can then be formulated as operations acting on stored optical states encoded in qubit registers, allowing quantum algorithms to be used to extract parameters of interest more efficiently than is possible with classical direct detection and post-processing techniques. In this talk, I will discuss recent exper
C03/3	unrelated_excluded	平台是离子、固态或其他非中性原子光镊平台。	gate_QEC;Sr;ion_or_solid	Entanglement Distribution	Ion-Photon Entanglement in Strontium for City-Scale Quantum Networks	https://meetings-archive.aps.org/damop/2026/c03/3/	https://arxiv.org/abs/2506.11257	We present a quantum network node based on Strontium ions that emit photons at 1092 nm with a polarization state that is entangled with a meta-stable D-level qubit in the emitting ion. The wavelength transmits through optical fiber with moderate loss allowing for quantum network links of a few kilometers for a city-scale quantum network. We establish a new type of trapped-ion qubit with state-preparation, single-qubit rotations, and readout. We stimulate the emission of infrared photons, capture them with a high-NA objective and analyze their polarization state with a pair of SNSPDs. We use state-tomography to show that we generate the ion-photon entangled state with ~95% fidelity. We transm
C03/4	unrelated_excluded	平台是离子、固态或其他非中性原子光镊平台。	gate_QEC;ion_or_solid	Entanglement Distribution	Optical Networking of Atomic Qubits	https://meetings-archive.aps.org/damop/2026/c03/4/		A large scale quantum computer will likely require optical interconnects, allowing a modular architecture with full connectivity. Atomic systems are natural memory nodes for photonic interfaces, especially atomic ions, which already feature high-performance local quantum gates. There are several atom/photon interface prototols for heralded remote entanglement using photonic qubits encoded in polarization, frequency, or time-bin. I will summarize recent advances in photonically-networked trapped ion systems, at both university and industrial settings. This includes progress on 3-node remote entanglement and the use of modular silicon-vacancy-in-diamond memories that will allow remote entangle
C05/1	related_excluded	涉及分子、分子显微镜、polar molecule 或 RbCs/KRb/NaCs 混合系统；不是 Rb87 Rydberg atom tweezer array。	gate_QEC;molecule;ion_or_solid	Ultrafast Molecular Imaging	Ultrafast time-resolved coincidence momentum imaging of molecular photoionization processes using tabletop extreme ultraviolet pulses	https://meetings-archive.aps.org/damop/2026/c05/1/		The coupling of electronic and nuclear motion in molecules photoexcited to the ionization continuum steers both photoionization [1] and nonradiative relaxation pathways such as dissociation [2–4]. Detailed measurements of such processes require techniques that are sensitive to specific electronic transitions, the symmetries of electronic states, and the ultrafast molecular dynamics that occur in excited states. Momentum imaging of electrons and mass-resolved ions in coincidence is a powerful technique that enables multiple reaction channels to be investigated through the measurement of photoelectron angular distributions in the body-fixed frame of the molecule. Such experiments require suffi
C05/2	related_excluded	涉及分子、分子显微镜、polar molecule 或 RbCs/KRb/NaCs 混合系统；不是 Rb87 Rydberg atom tweezer array。	gate_QEC;molecule;ion_or_solid	Ultrafast Molecular Imaging	Laser induced fluorine elimination from CF3+.	https://meetings-archive.aps.org/damop/2026/c05/2/		The fragmentation of CF3+ molecular ions is studied by probing a fast (few keV) CF3+ ion beam with intense femtosecond laser pulses (790- and 395-nm center wavelength). The charged and neutral molecular fragments are detected employing coincidence three-dimensional momentum imaging. We investigate the competition between two fluorine elimination channels, CF2+ + F and CF22+ + F, with and without ionization. We also observe double fluorine elimination channels, CF+ + F + F and CF2+ + F + F, amongst other three-body breakup channels. Curiously, we note significant contributions of the charge-asymmetric fragmentation channel, CF22+ + F, in addition to the charge-symmetric breakup channel, CF2+ 
